,КодЗаказа,КодТовара,Цена_x,Количество,Скидка,Марка,КодПоставщика,КодТипа,ЕдиницаИзмерения,Цена_y,НаСкладе,Ожидается,МинимальныйЗапас,ПоставкиПрекращены,Категория,Описание
1022,10574,62,493.0,10,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1023,10599,62,493.0,10,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1024,10606,62,493.0,10,0.200000003,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1025,10627,62,493.0,15,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1026,10633,62,493.0,80,0.150000006,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1027,10671,62,493.0,10,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1028,10691,62,493.0,48,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1029,10718,62,493.0,20,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1030,10746,62,493.0,9,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1031,10757,62,493.0,30,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1032,10769,62,493.0,15,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1033,10779,62,493.0,20,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1034,10798,62,493.0,2,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1035,10802,62,493.0,5,0.25,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1036,10816,62,493.0,20,0.050000000700000005,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1037,10817,62,493.0,25,0.150000006,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1038,10822,62,493.0,3,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1039,10852,62,493.0,50,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1040,10861,62,493.0,3,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1041,10872,62,493.0,20,0.050000000700000005,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1042,10902,62,493.0,6,0.150000006,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1043,10904,62,493.0,35,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1044,10932,62,493.0,14,0.10000000099999999,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1045,10941,62,493.0,30,0.25,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1046,10949,62,493.0,60,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1047,10966,62,493.0,12,0.150000006,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1048,10988,62,493.0,40,0.10000000099999999,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1049,11027,62,493.0,21,0.25,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1050,11044,62,493.0,12,0.0,Sirop d'erable,29,2,24 бутылки по 500 мл,1282.5,113,0,25,0,Приправы,"Сладкие и острые соусы, пряности, пасты и другие приправы"
1051,10261,35,144.0,20,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1052,10281,35,144.0,4,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1053,10286,35,144.0,100,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1054,10321,35,144.0,10,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1055,10324,35,144.0,70,0.150000006,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1056,10390,35,144.0,40,0.10000000099999999,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1057,10398,35,144.0,30,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1058,10400,35,144.0,35,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1059,10424,35,144.0,60,0.200000003,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1060,10444,35,144.0,8,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1061,10521,35,180.0,3,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1062,10546,35,180.0,30,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1063,10551,35,180.0,20,0.150000006,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1064,10553,35,180.0,6,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1065,10578,35,180.0,20,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1066,10587,35,180.0,20,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1067,10589,35,180.0,4,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1068,10595,35,180.0,30,0.25,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1069,10623,35,180.0,30,0.10000000099999999,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1070,10697,35,180.0,9,0.25,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1071,10720,35,180.0,21,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1072,10740,35,180.0,35,0.200000003,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1073,10789,35,180.0,15,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1074,10821,35,180.0,20,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1075,10831,35,180.0,8,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1076,10836,35,180.0,6,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1077,10845,35,180.0,25,0.10000000099999999,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1078,10864,35,180.0,4,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1079,10868,35,180.0,30,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1080,10870,35,180.0,3,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1081,10921,35,180.0,10,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1082,10957,35,180.0,40,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1083,11002,35,180.0,15,0.150000006,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1084,11035,35,180.0,60,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1085,11039,35,180.0,24,0.0,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1086,11046,35,180.0,18,0.050000000700000005,Sasquatch Ale,16,1,24 бутылки по 355 мл,630.0,111,0,15,0,Напитки,"Алкогольные и безалкогольные напитки, кофе, чай, пиво и пр."
1087,10262,7,240.0,15,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1088,10385,7,240.0,10,0.200000003,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1089,10459,7,240.0,16,0.050000000700000005,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1090,10471,7,240.0,30,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1091,10511,7,300.0,50,0.150000006,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1092,10546,7,300.0,10,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1093,10591,7,300.0,10,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1094,10607,7,300.0,45,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1095,10634,7,300.0,35,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1096,10694,7,300.0,90,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1097,10766,7,300.0,35,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1098,10790,7,300.0,3,0.150000006,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1099,10833,7,300.0,20,0.10000000099999999,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1100,10858,7,300.0,5,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1101,10908,7,300.0,20,0.050000000700000005,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1102,10909,7,300.0,12,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1103,10940,7,300.0,8,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1104,10958,7,300.0,6,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1105,10962,7,300.0,45,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1106,10979,7,300.0,18,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1107,10982,7,300.0,20,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1108,10987,7,300.0,60,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1109,10988,7,300.0,60,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1110,11001,7,300.0,60,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1111,11010,7,300.0,20,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1112,11023,7,300.0,4,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1113,11056,7,300.0,40,0.0,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1114,11071,7,300.0,15,0.050000000700000005,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1115,11077,7,300.0,1,0.050000000700000005,Sir Rodney's Scones,8,3,24 упаковки по 4 шт.,450.0,3,40,5,0,Кондитерские изделия,"Десерты, конфеты, джемы, муссы, сладкая выпечка"
1116,10262,56,304.0,2,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1117,10295,56,304.0,4,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1118,10301,56,304.0,20,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1119,10329,56,304.0,12,0.050000000700000005,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1120,10346,56,304.0,20,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1121,10369,56,304.0,18,0.25,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1122,10383,56,304.0,20,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1123,10401,56,304.0,70,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1124,10426,56,304.0,5,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1125,10430,56,304.0,30,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1126,10433,56,304.0,28,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1127,10436,56,304.0,40,0.10000000099999999,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1128,10458,56,304.0,15,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1129,10464,56,304.0,30,0.200000003,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1130,10471,56,304.0,20,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1131,10494,56,304.0,30,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1132,10497,56,304.0,14,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1133,10514,56,380.0,70,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1134,10519,56,380.0,40,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1135,10526,56,380.0,30,0.150000006,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1136,10555,56,380.0,40,0.200000003,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1137,10570,56,380.0,60,0.050000000700000005,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1138,10596,56,380.0,5,0.200000003,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1139,10608,56,380.0,28,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1140,10616,56,380.0,14,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1141,10618,56,380.0,20,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1142,10637,56,380.0,60,0.050000000700000005,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1143,10657,56,380.0,45,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1144,10664,56,380.0,12,0.150000006,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1145,10690,56,380.0,20,0.25,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1146,10692,56,1080.0,14,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1147,10712,56,380.0,30,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1148,10714,56,380.0,18,0.25,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1149,10727,56,380.0,10,0.050000000700000005,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1150,10740,56,380.0,14,0.200000003,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1151,10748,56,380.0,28,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1152,10749,56,380.0,15,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1153,10755,56,380.0,30,0.25,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1154,10762,56,380.0,60,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1155,10781,56,380.0,20,0.200000003,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1156,10790,56,380.0,20,0.150000006,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1157,10808,56,380.0,20,0.150000006,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1158,10820,56,380.0,30,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1159,10841,56,380.0,30,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1160,10855,56,380.0,24,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1161,10884,56,380.0,21,0.050000000700000005,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1162,10896,56,380.0,16,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1163,10944,56,380.0,18,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1164,10966,56,380.0,12,0.150000006,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1165,11018,56,380.0,5,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1166,11029,56,380.0,20,0.0,Pate chinois,25,6,24 коробки по 2 шт.,1080.0,115,0,20,0,Мясо/птица,Мясные полуфабрикаты и готовые изделия
1167,10263,58,877.5,36,0.25,Ravioli Angelo,26,5,24 упаковки по 250 г,877.5,36,0,20,0,Хлебобулочные изделия,"Хлеб, крекеры, хлопья и пр."
1168,10314,58,106.0,30,0.10000000099999999,Ravioli Angelo,26,5,24 упаковки по 250 г,877.5,36,0,20,0,Хлебобулочные изделия,"Хлеб, крекеры, хлопья и пр."
1169,10327,58,106.0,30,0.200000003,Ravioli Angelo,26,5,24 упаковки по 250 г,877.5,36,0,20,0,Хлебобулочные изделия,"Хлеб, крекеры, хлопья и пр."
1170,10373,58,106.0,80,0.200000003,Ravioli Angelo,26,5,24 упаковки по 250 г,877.5,36,0,20,0,Хлебобулочные изделия,"Хлеб, крекеры, хлопья и пр."
1171,10374,58,106.0,15,0.0,Ravioli Angelo,26,5,24 упаковки по 250 г,877.5,36,0,20,0,Хлебобулочные изделия,"Хлеб, крекеры, хлопья и пр."
1172,10537,58,132.5,20,0.0,Ravioli Angelo,26,5,24 упаковки по 250 г,877.5,36,0,20,0,Хлебобулочные изделия,"Хлеб, крекеры, хлопья и пр."
